,SID,TID,HG,GID,AbNr,Min,HZ,PR,SpSt,GS,AP,Ergeb,Phase,Spielphase,VorT,VNr,2VNr,3VNr,4VNr,5VNr,6VNr,7VNr,8VNr,9VNr,10VNr,11VNr,12VNr,SNr,Körperteil,xFe,yFe,xG
219,8,SSV,H,FCN,12,75,2,0,2:3,-2,23,Tor,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-2.0,43.0,0.39870367401627677
220,8,FCN,G,SSV,17,79,2,0,,1,24,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,13.0,8.0,20.0,,,,,,,,,,26.0,R,14.5,15.5,0.019147606385360713
221,8,FCN,G,SSV,18,80,2,0,,1,25,Save,AusDemSpiel,USO,FlacheHereingabe,25.0,13.0,,,,,,,,,,,10.0,L,2.5,44.0,0.23959165404211105
222,8,SSV,H,FCN,13,81,2,0,,-1,26,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-3.0,26.0,0.017264613543911112
223,9,FCN,G,UHG,1,4,1,0,,0,1,Save,AusDemSpiel,EB,Dribbling,26.0,,,,,,,,,,,,20.0,L,12.5,20.0,0.003049368533398929
224,9,FCN,G,UHG,2,6,1,0,,0,2,Vorbei,AusDemSpiel,nEW,Dribbling,7.0,13.0,10.0,,,,,,,,,,4.0,R,-11.0,27.5,0.015088291754418165
225,9,FCN,G,UHG,3,7,1,0,,0,3,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,20.0,L,-17.5,29.5,0.010123268304165623
226,9,UHG,H,FCN,1,10,1,0,,0,4,Block,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.5,44.5,0.06209406971634287
227,9,UHG,H,FCN,2,11,1,0,,0,5,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-6.5,45.0,0.07631908101701665
280,9,FCN,G,UHG,0,18,1,0,0:1,0,6,ET,,,,,,,,,,,,,,,,,,,,0.0
228,9,UHG,H,FCN,3,22,1,0,,-1,7,Alu,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,L,-9.0,39.0,0.024879103338814372
229,9,UHG,H,FCN,4,22,1,0,,-1,8,Block,AusDemSpiel,nEW,KontrollierteVorlage,,,,,,,,,,,,,,R,-12.5,31.5,0.003405740231859623
230,9,UHG,H,FCN,5,22,1,0,,-1,8,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-14.5,34.0,0.011301223642470893
231,9,UHG,H,FCN,6,23,1,0,,-1,9,Vorbei,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,L,1.5,46.0,0.2375273170072692
232,9,UHG,H,FCN,7,24,1,0,1:1,-1,10,Tor,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,1.0,43.5,0.060872109936433126
233,9,FCN,G,UHG,4,29,1,0,,0,11,Block,AusDemSpiel,EB,TieferPass,4.0,20.0,16.0,26.0,13.0,4.0,,,,,,,7.0,R,12.0,41.5,0.11967594479805543
234,9,FCN,G,UHG,5,30,1,0,,0,12,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,27.0,R,-7.5,41.5,0.07971098723896769
235,9,UHG,H,FCN,8,31,1,0,,0,13,Vorbei,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,L,11.0,46.5,0.053990349084484385
236,9,UHG,H,FCN,9,32,1,0,,0,14,Vorbei,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.5,44.5,0.13009726187998233
237,9,FCN,G,UHG,6,34,1,0,1:2,0,15,Tor,AusDemSpiel,USO,KontrollierteVorlage,10.0,5.0,26.0,,,,,,,,,,9.0,R,-9.5,44.5,0.42297216854026953
238,9,UHG,H,FCN,10,40,1,0,,-1,16,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,-3.0,33.0,0.02533374313929961
239,9,UHG,H,FCN,11,42,1,1,2:2,-1,17,Tor,AusDemSpiel,nEW,FlacheHereingabe,,,,,,,,,,,,,,R,0.5,46.0,0.7838737653611253
240,9,UHG,H,FCN,12,46,2,1,,0,18,Save,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,L,6.0,48.0,0.009226889316854243
241,9,UHG,H,FCN,13,53,2,1,,0,19,Save,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,-9.0,49.5,0.3763538338226226
242,9,UHG,H,FCN,14,55,2,1,,0,20,Vorbei,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,19.0,32.5,0.013227227733199579
243,9,FCN,G,UHG,7,57,2,-1,2:3,0,21,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,8.0,L,-1.0,46.5,0.881996692340399
244,9,UHG,H,FCN,15,61,2,1,,-1,22,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-3.5,40.5,0.41868518387701076
245,9,UHG,H,FCN,16,76,2,1,,-1,23,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,-8.0,44.5,0.10741471247816874
246,9,FCN,G,UHG,8,77,2,-1,,1,24,Save,AusDemSpiel,EB,TieferPass,16.0,,,,,,,,,,,,8.0,R,4.0,35.5,0.31124288810027456
247,9,UHG,H,FCN,17,83,2,1,,-1,25,Block,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,1.0,32.0,0.06226012712206515
248,9,UHG,H,FCN,18,83,2,1,,-1,26,Vorbei,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,-3.0,22.5,0.009946476902124296
249,9,FCN,G,UHG,9,84,2,-1,2:4,1,27,Tor,AusDemSpiel,EB,TieferPass,20.0,,,,,,,,,,,,8.0,R,11.0,47.0,0.31853876791171987
250,13,60M,G,FCN,1,7,1,0,,0,1,Block,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,2.0,35.0,0.032083147315408796
251,13,60M,G,FCN,2,7,1,0,,0,1,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,12.0,37.0,0.0005597344063086906
252,13,FCN,H,60M,1,8,1,0,,0,2,Vorbei,AusDemSpiel,USO,Dribbling,8.0,,,,,,,,,,,,9.0,R,3.5,41.0,0.1600219812276761
253,13,60M,G,FCN,3,9,1,0,,0,3,Save,AusDemSpiel,EB,KontrollierteVorlage,,,,,,,,,,,,,,R,0.5,37.0,0.02933064151565435
254,13,FCN,H,60M,2,10,1,0,,0,4,Vorbei,AusDemSpiel,USO,TieferPass,9.0,6.0,7.0,23.0,,,,,,,,,7.0,R,-15.0,45.0,0.14964822392628513
255,13,60M,G,FCN,4,14,1,0,,0,5,Block,AusDemSpiel,EB,HoheFlanke,,,,,,,,,,,,,,K,-7.5,39.5,0.007883427787903605
256,13,60M,G,FCN,5,18,1,0,,0,6,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-1.0,33.5,0.028591179140030055
257,13,60M,G,FCN,6,18,1,0,,0,6,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-6.5,38.0,0.06684956255592375
258,13,FCN,H,60M,3,18,1,0,,0,7,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,7.0,,,,,,,,,,,,8.0,L,-4.5,38.0,0.2308371052146294
259,13,FCN,H,60M,4,22,1,0,,0,8,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,6.0,R,6.5,36.0,0.11008847805149695
260,13,FCN,H,60M,5,25,1,0,,0,9,Block,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,20.0,L,13.5,31.0,0.007376391866228098
261,13,60M,G,FCN,7,28,1,0,,0,10,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-0.0,27.0,0.0418454674649493
262,13,FCN,H,60M,6,33,1,0,,0,11,Vorbei,AusDemSpiel,USO,Dribbling,8.0,16.0,26.0,,,,,,,,,,7.0,L,-5.5,35.0,0.17231131985178325
263,13,60M,G,FCN,8,35,1,0,,0,12,Vorbei,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,K,1.0,43.5,0.08966747502314924
264,13,60M,G,FCN,9,37,1,0,,0,13,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,6.0,51.5,0.03429745870580764
265,13,FCN,H,60M,7,40,1,0,,0,14,Save,AusDemSpiel,USO,HoheFlanke,7.0,,,,,,,,,,,,9.0,K,2.0,43.5,0.10387783435814207
266,13,FCN,H,60M,8,40,1,0,1:0,0,14,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,K,6.5,47.5,0.4163355478725745
267,13,60M,G,FCN,10,44,2,0,,-1,15,Vorbei,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,3.0,18.5,0.0031388985284388593
268,13,FCN,H,60M,9,51,2,0,,1,16,Save,AusDemSpiel,USO,Dribbling,8.0,26.0,6.0,,,,,,,,,,10.0,R,10.5,39.5,0.1213160036424894
269,13,60M,G,FCN,11,57,2,0,,-1,17,Vorbei,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.0,45.0,0.34012555564739017
270,13,FCN,H,60M,10,59,2,0,,1,18,Save,AusDemSpiel,EB,KontrollierteVorlage,4.0,23.0,6.0,8.0,20.0,4.0,,,,,,,18.0,R,14.0,33.0,0.018336590062910697
271,13,FCN,H,60M,11,60,2,0,,1,19,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,8.0,R,-14.0,29.0,0.038577318516899585
272,13,60M,G,FCN,12,61,2,0,1:1,-1,20,Tor,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,L,8.5,45.5,0.4595210514116661
273,13,60M,G,FCN,13,65,2,0,,0,21,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-4.5,41.5,0.09780605200291316
274,13,FCN,H,60M,12,68,2,0,,0,22,Block,Freistoss,nFS,HoheFlanke,8.0,5.0,8.0,6.0,,,,,,,,,16.0,K,5.5,48.5,0.2553588876008686
275,13,FCN,H,60M,13,71,2,0,,0,23,Vorbei,AusDemSpiel,EB,KontrollierteVorlage,7.0,18.0,8.0,7.0,23.0,6.0,5.0,16.0,20.0,,,,10.0,L,-2.5,37.5,0.09724933364533452
276,13,FCN,H,60M,14,73,2,0,,0,24,Vorbei,AusDemSpiel,USO,Dribbling,18.0,5.0,18.0,,,,,,,,,,7.0,R,13.5,36.0,0.0933370647598418
277,13,FCN,H,60M,15,77,2,0,,0,25,Block,AusDemSpiel,USO,KontrollierteVorlage,10.0,,,,,,,,,,,,6.0,R,-14.5,38.5,0.027890884271298662
278,13,60M,G,FCN,14,83,2,0,,0,26,Save,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,12.0,34.5,0.1429621493380027
